Anomaly Detected : {'id': 1, 'data': [[-1.947]], 'current_time': '2023-11-16T08:45:10.775485', 'score': [-0.799]}
Anomaly Detected : {'id': 3, 'data': [[3.663]], 'current_time': '2023-11-16T08:45:12.889774', 'score': [-0.782]}
Anomaly Detected : {'id': 9, 'data': [[-1.797]], 'current_time': '2023-11-16T08:45:19.553682', 'score': [-0.799]}
Anomaly Detected : {'id': 10, 'data': [[-2.137]], 'current_time': '2023-11-16T08:45:20.616070', 'score': [-0.799]}
Anomaly Detected : {'id': 13, 'data': [[-1.984]], 'current_time': '2023-11-16T08:45:23.926013', 'score': [-0.799]}
Anomaly Detected : {'id': 15, 'data': [[-2.28]], 'current_time': '2023-11-16T08:45:26.085514', 'score': [-0.799]}
Anomaly Detected : {'id': 16, 'data': [[-2.179]], 'current_time': '2023-11-16T08:45:27.176821', 'score': [-0.799]}
Anomaly Detected : {'id': 18, 'data': [[-2.387]], 'current_time': '2023-11-16T08:45:29.375368', 'score': [-0.799]}
Anomaly Detected : {'id': 20, 'data': [[-1.932]], 'current_time': '2023-11-16T08:45:31.545898', 'score': [-0.799]}
Anomaly Detected : {'id': 21, 'data': [[-1.718]], 'current_time': '2023-11-16T08:45:32.658062', 'score': [-0.799]}
Anomaly Detected : {'id': 24, 'data': [[-2.388]], 'current_time': '2023-11-16T08:45:35.922553', 'score': [-0.799]}
Anomaly Detected : {'id': 25, 'data': [[-2.26]], 'current_time': '2023-11-16T08:45:37.012248', 'score': [-0.799]}
Anomaly Detected : {'id': 26, 'data': [[-2.556]], 'current_time': '2023-11-16T08:45:38.113866', 'score': [-0.799]}
Anomaly Detected : {'id': 27, 'data': [[-1.813]], 'current_time': '2023-11-16T08:45:39.214777', 'score': [-0.799]}
Anomaly Detected : {'id': 28, 'data': [[3.164]], 'current_time': '2023-11-16T08:45:40.311092', 'score': [-0.782]}
Anomaly Detected : {'id': 29, 'data': [[-2.217]], 'current_time': '2023-11-16T08:45:41.447626', 'score': [-0.799]}
Anomaly Detected : {'id': 30, 'data': [[0.265]], 'current_time': '2023-11-16T08:45:42.562705', 'score': [-0.799]}
Anomaly Detected : {'id': 33, 'data': [[0.532]], 'current_time': '2023-11-16T08:45:45.912605', 'score': [-0.799]}
Anomaly Detected : {'id': 34, 'data': [[-1.669]], 'current_time': '2023-11-16T08:45:47.019622', 'score': [-0.799]}
Anomaly Detected : {'id': 35, 'data': [[-1.637]], 'current_time': '2023-11-16T08:45:48.138372', 'score': [-0.799]}
Anomaly Detected : {'id': 37, 'data': [[-2.025]], 'current_time': '2023-11-16T08:45:50.370670', 'score': [-0.799]}
Anomaly Detected : {'id': 39, 'data': [[-1.846]], 'current_time': '2023-11-16T08:45:52.633784', 'score': [-0.799]}
Anomaly Detected : {'id': 40, 'data': [[-1.856]], 'current_time': '2023-11-16T08:45:53.796899', 'score': [-0.799]}
Anomaly Detected : {'id': 41, 'data': [[-1.752]], 'current_time': '2023-11-16T08:45:54.948240', 'score': [-0.799]}
Anomaly Detected : {'id': 42, 'data': [[-1.939]], 'current_time': '2023-11-16T08:45:56.103423', 'score': [-0.799]}
