Anomaly Detected : {'id': 0, 'data': [[-2.049]], 'current_time': '2023-11-16T07:30:27.125047', 'score': [-0.799]}
Anomaly Detected : {'id': 4, 'data': [[-1.69]], 'current_time': '2023-11-16T07:30:27.705172', 'score': [-0.799]}
Anomaly Detected : {'id': 5, 'data': [[-1.657]], 'current_time': '2023-11-16T07:30:27.818954', 'score': [-0.799]}
Anomaly Detected : {'id': 7, 'data': [[3.916]], 'current_time': '2023-11-16T07:30:28.056164', 'score': [-0.782]}
Anomaly Detected : {'id': 8, 'data': [[-2.685]], 'current_time': '2023-11-16T07:30:28.180594', 'score': [-0.799]}
Anomaly Detected : {'id': 9, 'data': [[-2.025]], 'current_time': '2023-11-16T07:30:28.308944', 'score': [-0.799]}
Anomaly Detected : {'id': 11, 'data': [[3.716]], 'current_time': '2023-11-16T07:30:28.543919', 'score': [-0.782]}
Anomaly Detected : {'id': 12, 'data': [[-2.481]], 'current_time': '2023-11-16T07:30:28.694788', 'score': [-0.799]}
Anomaly Detected : {'id': 16, 'data': [[-1.893]], 'current_time': '2023-11-16T07:30:29.222742', 'score': [-0.799]}
Anomaly Detected : {'id': 18, 'data': [[-1.703]], 'current_time': '2023-11-16T07:30:29.502803', 'score': [-0.799]}
Anomaly Detected : {'id': 20, 'data': [[0.545]], 'current_time': '2023-11-16T07:30:29.800790', 'score': [-0.799]}
Anomaly Detected : {'id': 21, 'data': [[-2.274]], 'current_time': '2023-11-16T07:30:29.955597', 'score': [-0.799]}
Anomaly Detected : {'id': 24, 'data': [[-2.437]], 'current_time': '2023-11-16T07:30:30.410387', 'score': [-0.799]}
Anomaly Detected : {'id': 25, 'data': [[-3.39]], 'current_time': '2023-11-16T07:30:30.592226', 'score': [-0.799]}
Anomaly Detected : {'id': 28, 'data': [[-2.109]], 'current_time': '2023-11-16T07:30:31.083857', 'score': [-0.799]}
Anomaly Detected : {'id': 29, 'data': [[-1.924]], 'current_time': '2023-11-16T07:30:31.304464', 'score': [-0.799]}
Anomaly Detected : {'id': 31, 'data': [[-2.462]], 'current_time': '2023-11-16T07:30:31.677760', 'score': [-0.799]}
Anomaly Detected : {'id': 33, 'data': [[-1.577]], 'current_time': '2023-11-16T07:30:32.059596', 'score': [-0.799]}
Anomaly Detected : {'id': 35, 'data': [[-2.141]], 'current_time': '2023-11-16T07:30:32.443902', 'score': [-0.799]}
Anomaly Detected : {'id': 36, 'data': [[-2.601]], 'current_time': '2023-11-16T07:30:32.708870', 'score': [-0.799]}
Anomaly Detected : {'id': 37, 'data': [[-2.491]], 'current_time': '2023-11-16T07:30:32.947367', 'score': [-0.799]}
Anomaly Detected : {'id': 40, 'data': [[-1.829]], 'current_time': '2023-11-16T07:30:34.270329', 'score': [-0.799]}
Anomaly Detected : {'id': 41, 'data': [[3.38]], 'current_time': '2023-11-16T07:30:34.519057', 'score': [-0.782]}
Anomaly Detected : {'id': 42, 'data': [[-1.685]], 'current_time': '2023-11-16T07:30:34.755227', 'score': [-0.799]}
Anomaly Detected : {'id': 47, 'data': [[-2.681]], 'current_time': '2023-11-16T07:30:35.996495', 'score': [-0.799]}
Anomaly Detected : {'id': 48, 'data': [[-1.738]], 'current_time': '2023-11-16T07:30:36.239074', 'score': [-0.799]}
Anomaly Detected : {'id': 50, 'data': [[-2.119]], 'current_time': '2023-11-16T07:30:36.792801', 'score': [-0.799]}
Anomaly Detected : {'id': 53, 'data': [[-1.867]], 'current_time': '2023-11-16T07:30:37.554411', 'score': [-0.799]}
Anomaly Detected : {'id': 54, 'data': [[-2.014]], 'current_time': '2023-11-16T07:30:37.891436', 'score': [-0.799]}
Anomaly Detected : {'id': 57, 'data': [[-1.786]], 'current_time': '2023-11-16T07:30:38.563733', 'score': [-0.799]}
Anomaly Detected : {'id': 59, 'data': [[-1.598]], 'current_time': '2023-11-16T07:30:39.009085', 'score': [-0.799]}
Anomaly Detected : {'id': 60, 'data': [[-2.107]], 'current_time': '2023-11-16T07:30:39.239507', 'score': [-0.799]}
Anomaly Detected : {'id': 61, 'data': [[0.8]], 'current_time': '2023-11-16T07:30:39.465347', 'score': [-0.799]}
Anomaly Detected : {'id': 64, 'data': [[-2.36]], 'current_time': '2023-11-16T07:30:40.159259', 'score': [-0.799]}
Anomaly Detected : {'id': 65, 'data': [[-2.015]], 'current_time': '2023-11-16T07:30:40.371189', 'score': [-0.799]}
Anomaly Detected : {'id': 69, 'data': [[-1.978]], 'current_time': '2023-11-16T07:30:41.302612', 'score': [-0.799]}
Anomaly Detected : {'id': 70, 'data': [[-1.922]], 'current_time': '2023-11-16T07:30:41.514487', 'score': [-0.799]}
Anomaly Detected : {'id': 71, 'data': [[-2.121]], 'current_time': '2023-11-16T07:30:41.745239', 'score': [-0.799]}
Anomaly Detected : {'id': 73, 'data': [[1.041]], 'current_time': '2023-11-16T07:30:42.255473', 'score': [-0.799]}
Anomaly Detected : {'id': 79, 'data': [[0.448]], 'current_time': '2023-11-16T07:30:43.845639', 'score': [-0.799]}
Anomaly Detected : {'id': 80, 'data': [[-2.253]], 'current_time': '2023-11-16T07:30:44.186320', 'score': [-0.799]}
