Anomaly Detected : {'id': 1, 'data': [[-1.606]], 'current_time': '2023-11-16T10:57:47.332662', 'score': [-0.799]}
Anomaly Detected : {'id': 4, 'data': [[-1.575]], 'current_time': '2023-11-16T10:57:50.729490', 'score': [-0.799]}
Anomaly Detected : {'id': 6, 'data': [[-1.766]], 'current_time': '2023-11-16T10:57:52.870505', 'score': [-0.799]}
Anomaly Detected : {'id': 7, 'data': [[-2.062]], 'current_time': '2023-11-16T10:57:53.926531', 'score': [-0.799]}
Anomaly Detected : {'id': 8, 'data': [[3.661]], 'current_time': '2023-11-16T10:57:54.982718', 'score': [-0.782]}
Anomaly Detected : {'id': 10, 'data': [[-1.61]], 'current_time': '2023-11-16T10:57:57.107489', 'score': [-0.799]}
Anomaly Detected : {'id': 12, 'data': [[-1.527]], 'current_time': '2023-11-16T10:57:59.236653', 'score': [-0.799]}
Anomaly Detected : {'id': 13, 'data': [[-1.817]], 'current_time': '2023-11-16T10:58:00.302509', 'score': [-0.799]}
Anomaly Detected : {'id': 16, 'data': [[-1.563]], 'current_time': '2023-11-16T10:58:03.515745', 'score': [-0.799]}
Anomaly Detected : {'id': 18, 'data': [[-1.796]], 'current_time': '2023-11-16T10:58:05.664845', 'score': [-0.799]}
Anomaly Detected : {'id': 20, 'data': [[-2.725]], 'current_time': '2023-11-16T10:58:07.834558', 'score': [-0.799]}
Anomaly Detected : {'id': 23, 'data': [[-1.937]], 'current_time': '2023-11-16T10:58:11.081194', 'score': [-0.799]}
Anomaly Detected : {'id': 25, 'data': [[-2.268]], 'current_time': '2023-11-16T10:58:13.240309', 'score': [-0.799]}
Anomaly Detected : {'id': 26, 'data': [[-2.109]], 'current_time': '2023-11-16T10:58:14.325105', 'score': [-0.799]}
Anomaly Detected : {'id': 27, 'data': [[3.347]], 'current_time': '2023-11-16T10:58:15.411692', 'score': [-0.782]}
Anomaly Detected : {'id': 28, 'data': [[-2.744]], 'current_time': '2023-11-16T10:58:16.501803', 'score': [-0.799]}
Anomaly Detected : {'id': 30, 'data': [[0.261]], 'current_time': '2023-11-16T10:58:18.686067', 'score': [-0.799]}
Anomaly Detected : {'id': 31, 'data': [[-1.94]], 'current_time': '2023-11-16T10:58:19.782157', 'score': [-0.799]}
Anomaly Detected : {'id': 32, 'data': [[-1.287]], 'current_time': '2023-11-16T10:58:20.881659', 'score': [-0.799]}
Anomaly Detected : {'id': 33, 'data': [[3.571]], 'current_time': '2023-11-16T10:58:21.988793', 'score': [-0.782]}
Anomaly Detected : {'id': 35, 'data': [[-2.34]], 'current_time': '2023-11-16T10:58:24.203012', 'score': [-0.799]}
